"","DateTime_Serial","Pressure","Temperature","Conductivity","Date","Salinity","Site"
"1",42958.54,1139.083,30.977,34.096,2017-08-11 08:57:36,18.8606412486074,"1"
"2",42958.58,1159.208,31.37,35.236,2017-08-11 09:55:12,19.403624095915,"1"
"3",42958.63,1180.967,31.347,33.716,2017-08-11 11:07:11,18.4911179335216,"1"
"4",42958.67,1183.65,31.493,27.688,2017-08-11 12:04:47,14.8482348867013,"1"
"5",42958.71,1179.683,31.51,30.724,2017-08-11 13:02:24,16.6390306248628,"1"
"6",42958.75,1175.892,31.857,29.452,2017-08-11 14:00:00,15.7744818943806,"1"
"7",42958.79,1153.142,31.98,25.16,2017-08-11 14:57:36,13.2417289947467,"1"
"8",42958.83,1131.675,32.31,20.884,2017-08-11 15:55:12,10.7356949853871,"1"
"9",42958.88,1108.05,31.493,13.128,2017-08-11 17:07:11,6.59488238458008,"1"
"10",42958.92,1091.308,30.367,5.612,2017-08-11 18:04:47,2.71072489622986,"1"
"11",42958.96,1081.975,29.273,1.328,2017-08-11 19:02:24,0.606723699990786,"1"
"12",42959,1085.825,29.03,0.848,2017-08-11 20:00:00,0.383100082935935,"1"
"13",42959.04,1107.875,28.98,1.264,2017-08-11 20:57:36,0.579708168816886,"1"
"14",42959.08,1134.3,30.45,15.68,2017-08-11 21:55:12,8.16025452434272,"1"
"15",42959.13,1157.575,30.993,26.108,2017-08-11 23:07:11,14.0625780903794,"1"
"16",42959.17,1172.567,30.687,31.992,2017-08-12 00:04:47,17.6858166883523,"1"
"17",42959.21,1180.15,30.507,32.532,2017-08-12 01:02:24,18.0804700599768,"1"
"18",42959.25,1175.017,30.51,32.06,2017-08-12 02:00:00,17.7907926980069,"1"
"19",42959.29,1157.05,30.527,31.088,2017-08-12 02:57:36,17.1923272058143,"1"
"20",42959.33,1136.925,30.323,24.132,2017-08-12 03:55:12,13.0780786164833,"1"
"21",42959.38,1119.25,29.98,18.932,2017-08-12 05:07:11,10.1081660118714,"1"
"22",42959.42,1098.192,29.097,4.356,2017-08-12 06:04:47,2.12408940215045,"1"
"23",42959.46,1090.025,29.187,0.96,2017-08-12 07:02:24,0.434059325110662,"1"
"24",42959.5,1095.158,29.693,0.76,2017-08-12 08:00:00,0.337882382639402,"1"
"25",42959.54,1113.183,31.21,2.196,2017-08-12 08:57:36,0.988052839866624,"1"
"26",42959.58,1135.758,31.813,12.148,2017-08-12 09:55:12,6.02697688939168,"1"
"27",42959.63,1160.9,33,19.004,2017-08-12 11:07:11,9.55853617073605,"1"
"28",42959.67,1183.183,33.19,26.6,2017-08-12 12:04:47,13.7428630817672,"1"
"29",42959.71,1186.917,31.973,34.54,2017-08-12 13:02:24,18.7542567923248,"1"
"30",42959.75,1179.333,31.803,37.128,2017-08-12 14:00:00,20.3803143651452,"1"
"31",42959.79,1162.533,32.417,33.04,2017-08-12 14:57:36,17.7024783457302,"1"
"32",42959.83,1149.175,32.88,26.52,2017-08-12 15:55:12,13.7807294893378,"1"
"33",42959.88,1130.158,32.48,15.256,2017-08-12 17:07:11,7.60866177772833,"1"
"34",42959.92,1108.575,31.247,5.988,2017-08-12 18:04:47,2.85438490291076,"1"
"35",42959.96,1095.625,29.92,1.328,2017-08-12 19:02:24,0.59899144887804,"1"
"36",42960,1098.658,29.433,0.896,2017-08-12 20:00:00,0.402267097091819,"1"
"37",42960.04,1116.625,29.39,1.048,2017-08-12 20:57:36,0.473377763043252,"1"
"38",42960.08,1135.758,30.83,12.096,2017-08-12 21:55:12,6.11737906031528,"1"
"39",42960.13,1155.883,31.187,15.076,2017-08-12 23:07:11,7.70576447498673,"1"
"40",42960.17,1169.592,31.53,22.38,2017-08-13 00:04:47,11.7565964886087,"1"
"41",42960.21,1185.575,31.69,28.004,2017-08-13 01:02:24,14.9752475620422,"1"
"42",42960.25,1181.667,31.797,32.816,2017-08-13 02:00:00,17.7875656751475,"1"
"43",42960.29,1177.583,31.753,32.92,2017-08-13 02:57:36,17.8652934990139,"1"
"44",42960.33,1158.858,31.043,25.388,2017-08-13 03:55:12,13.6250305296457,"1"
"45",42960.38,1138.442,30.827,17.444,2017-08-13 05:07:11,9.09129267205163,"1"
"46",42960.42,1119.6,30.067,7.84,2017-08-13 06:04:47,3.8977517526364,"1"
"47",42960.46,1101.108,29.38,1.188,2017-08-13 07:02:24,0.539216025401066,"1"
"48",42960.5,1090.025,29.68,0.632,2017-08-13 08:00:00,0.279867689036327,"1"
"49",42960.54,1100,30.467,0.608,2017-08-13 08:57:36,0.265044733187553,"1"
"50",42960.58,1116.333,31.127,0.724,2017-08-13 09:55:12,0.312781178121334,"1"
"51",42960.63,1134.65,32.527,7.88,2017-08-13 11:07:11,3.73283939066314,"1"
"52",42960.67,1155.65,33.187,14.52,2017-08-13 12:04:47,7.11369245520125,"1"
"53",42960.71,1171.633,32.897,13.408,2017-08-13 13:02:24,6.56357204261611,"1"
"54",42960.75,1174.083,32.637,17.472,2017-08-13 14:00:00,8.78658391008613,"1"
"55",42960.79,1174.783,32.907,19.588,2017-08-13 14:57:36,9.89625314648236,"1"
"56",42960.83,1162.65,32.727,20.104,2017-08-13 15:55:12,10.2160279066346,"1"
"57",42960.88,1151.8,32.327,15.884,2017-08-13 17:07:11,7.97229487687576,"1"
"58",42960.92,1136.458,32.287,11.116,2017-08-13 18:04:47,5.42636677938034,"1"
"59",42960.96,1117.792,30.937,3.324,2017-08-13 19:02:24,1.53735692988263,"1"
"60",42961,1107.408,29.73,0.592,2017-08-13 20:00:00,0.261594224706037,"1"
"61",42961.04,1110.675,29.383,0.532,2017-08-13 20:57:36,0.236272630182616,"1"
"62",42961.08,1121.058,29.333,0.572,2017-08-13 21:55:12,0.254542728610592,"1"
"63",42961.13,1144.683,30.647,6.188,2017-08-13 23:07:11,2.99160357776535,"1"
"64",42961.17,1152.558,30.987,12.728,2017-08-14 00:04:47,6.44270348458081,"1"
"65",42961.21,1174.55,30.927,15.224,2017-08-14 01:02:24,7.82822415578304,"1"
"66",42961.25,1184.758,30.907,16.072,2017-08-14 02:00:00,8.30500739811339,"1"
"67",42961.29,1189.6,30.827,18.244,2017-08-14 02:57:36,9.54497011792363,"1"
"68",42961.33,1178.808,30.907,19.512,2017-08-14 03:55:12,10.2518869708905,"1"
"69",42961.38,1163.467,30.653,15.76,2017-08-14 05:07:11,8.17194245827141,"1"
"70",42961.42,1141.242,30.42,10.3,2017-08-14 06:04:47,5.18737623556313,"1"
"71",42961.46,1121.583,29.933,4.588,2017-08-14 07:02:24,2.20684821006298,"1"
"72",42961.5,1097.9,29.52,0.916,2017-08-14 08:00:00,0.410830587008014,"1"
"73",42961.54,1086.467,29.81,0.508,2017-08-14 08:57:36,0.223678909118254,"1"
"74",42961.58,1090.142,30.587,0.488,2017-08-14 09:55:12,0.211703194507484,"1"
"75",42961.63,1105.425,31.217,0.524,2017-08-14 11:07:11,0.22480857104743,"1"
"76",42961.67,1120.942,31.43,0.624,2017-08-14 12:04:47,0.267258461345651,"1"
"77",42961.71,1138.442,32.02,2.824,2017-08-14 13:02:24,1.26720707539498,"1"
"78",42961.75,1158.392,32.337,8.24,2017-08-14 14:00:00,3.93031661983539,"1"
"79",42961.79,1165.508,32.333,10.852,2017-08-14 14:57:36,5.28300335712156,"1"
"80",42961.83,1164.983,32.467,13.46,2017-08-14 15:55:12,6.64654405092781,"1"
"81",42961.88,1157.75,32.203,12.432,2017-08-14 17:07:11,6.1318883560771,"1"
"82",42961.92,1145.558,31.753,8.584,2017-08-14 18:04:47,4.1537097689286,"1"
"83",42961.96,1136.75,31.423,4.064,2017-08-14 19:02:24,1.88376468236545,"1"
"84",42962,1119.425,30.543,0.72,2017-08-14 20:00:00,0.314485129014484,"1"
"85",42962.04,1115.633,29.293,0.468,2017-08-14 20:57:36,0.207947434831747,"1"
"86",42962.08,1115.808,29.12,0.448,2017-08-14 21:55:12,0.199663117338498,"1"
"87",42962.13,1126.717,29.043,0.464,2017-08-14 23:07:11,0.207135715797486,"1"
"88",42962.17,1146.317,29.45,1.704,2017-08-15 00:04:47,0.78422166150001,"1"
"89",42962.21,1166.617,31.003,13.296,2017-08-15 01:02:24,6.75154964165052,"1"
"90",42962.25,1180.558,31.237,21.436,2017-08-15 02:00:00,11.2826088524062,"1"
"91",42962.29,1186.042,30.997,26.48,2017-08-15 02:57:36,14.2809777030792,"1"
"92",42962.33,1185.283,30.937,30.336,2017-08-15 03:55:12,16.5977660544677,"1"
"93",42962.38,1173.617,30.647,28.128,2017-08-15 05:07:11,15.3658284984653,"1"
"94",42962.42,1161.833,30.32,19.876,2017-08-15 06:04:47,10.5845069940774,"1"
"95",42962.46,1140.717,30.127,8.764,2017-08-15 07:02:24,4.38692341332596,"1"
"96",42962.5,1120.067,29.84,5.868,2017-08-15 08:00:00,2.87296173690093,"1"
"97",42962.54,1100.117,29.31,1.6,2017-08-15 08:57:36,0.736315970203357,"1"
"98",42962.58,1085.65,29.43,0.924,2017-08-15 09:55:12,0.415266975093537,"1"
"99",42962.63,1085.65,30.2,0.608,2017-08-15 11:07:11,0.266389697591656,"1"
"100",42962.67,1094.808,30.923,0.516,2017-08-15 12:04:47,0.222553883986067,"1"
"101",42962.71,1109.042,30.947,0.556,2017-08-15 13:02:24,0.239887533276866,"1"
"102",42962.75,1128,31.217,0.732,2017-08-15 14:00:00,0.315779206900961,"1"
"103",42962.79,1137.45,30.92,22.9,2017-08-15 14:57:36,12.202828858027,"1"
"104",42962.83,1155.067,31.047,29.156,2017-08-15 15:55:12,15.8549252092568,"1"
"105",42962.88,1163.992,31.587,29.392,2017-08-15 17:07:11,15.8239798108119,"1"
"106",42962.92,1158.217,31.657,28.032,2017-08-15 18:04:47,15.0015142344041,"1"
"107",42962.96,1150.983,31.497,25.568,2017-08-15 19:02:24,13.6066955031906,"1"
"108",42963,1140.367,31.197,15.644,2017-08-15 20:00:00,8.01904930458672,"1"
"109",42963.04,1131.5,31.273,24.152,2017-08-15 20:57:36,12.8421621751301,"1"
"110",42963.08,1122.925,31.127,22.724,2017-08-15 21:55:12,12.0504117383337,"1"
"111",42963.13,1119.075,30.93,19.452,2017-08-15 23:07:11,10.2128878504928,"1"
"112",42963.17,1128.175,30.883,21.976,2017-08-16 00:04:47,11.6752893525303,"1"
"113",42963.21,1144.042,30.96,22.096,2017-08-16 01:02:24,11.7267071497179,"1"
"114",42963.25,1160.025,30.397,21.976,2017-08-16 02:00:00,11.7901425232312,"1"
"115",42963.29,1168.775,31.063,29.048,2017-08-16 02:57:36,15.7853955572642,"1"
"116",42963.33,1182.775,30.93,30.776,2017-08-16 03:55:12,16.8649406294217,"1"
"117",42963.38,1182.833,31.08,35.216,2017-08-16 05:07:11,19.5047186183345,"1"
"118",42963.42,1170.233,30.963,35.168,2017-08-16 06:04:47,19.5213190467953,"1"
"119",42963.46,1151.45,30.737,30.636,2017-08-16 07:02:24,16.8460225371992,"1"
"120",42963.5,1133.308,30.407,13.188,2017-08-16 08:00:00,6.77274461314408,"1"
"121",42963.54,1110.383,30.24,7.536,2017-08-16 08:57:36,3.72317292518113,"1"
"122",42963.58,1078.883,29.94,1.388,2017-08-16 09:55:12,0.626946131935006,"1"
"123",42963.63,1071.533,29.97,0.576,2017-08-16 11:07:11,0.253252058318839,"1"
"124",42963.67,1069.083,30.357,0.508,2017-08-16 12:04:47,0.221393661895329,"1"
"125",42963.71,1071.65,31.183,0.552,2017-08-16 13:02:24,0.23709775194279,"1"
"126",42963.75,1080.867,30.86,0.58,2017-08-16 14:00:00,0.250790532711752,"1"
"127",42963.79,1104.083,31.417,24.112,2017-08-16 14:57:36,12.7821305980749,"1"
"128",42963.83,1124.092,32.32,27.168,2017-08-16 15:55:12,14.3063663384132,"1"
"129",42963.88,1140.25,31.667,33.524,2017-08-16 17:07:11,18.2579587022054,"1"
"130",42963.92,1151.975,31.68,33.712,2017-08-16 18:04:47,18.366054696599,"1"
"131",42963.96,1147.658,31.577,33.76,2017-08-16 19:02:24,18.432722536897,"1"
"132",42964,1139.9,31.487,33.088,2017-08-16 20:00:00,18.0613316325218,"1"
"133",42964.04,1133.308,31.46,31.952,2017-08-16 20:57:36,17.3892328608896,"1"
"134",42964.08,1120.417,31.237,25.048,2017-08-16 21:55:12,13.3735032511938,"1"
"135",42964.13,1110.383,31.29,26.932,2017-08-16 23:07:11,14.4630452701416,"1"
"136",42964.17,1106.592,31.35,30.384,2017-08-17 00:04:47,16.4894174062723,"1"
"137",42964.21,1109.508,31.257,31.292,2017-08-17 01:02:24,17.0636871836786,"1"
"138",42964.25,1119.6,31.307,32.396,2017-08-17 02:00:00,17.7095075005416,"1"
"139",42964.29,1135.642,31.397,32.712,2017-08-17 02:57:36,17.8675622878645,"1"
"140",42964.33,1156.875,31.323,32.712,2017-08-17 03:55:12,17.894055033078,"1"
"141",42964.38,1167.433,31.29,34.116,2017-08-17 05:07:11,18.7544970435338,"1"
"142",42964.42,1171.108,30.973,32.54,2017-08-17 06:04:47,17.915960089604,"1"
"143",42964.46,1163.35,31.027,32.044,2017-08-17 07:02:24,17.5964401072249,"1"
"144",42964.5,1147.192,31.113,30.228,2017-08-17 08:00:00,16.4744688987455,"1"
"145",42964.54,1134.65,31.127,21.196,2017-08-17 08:57:36,11.1695370954577,"1"
"146",42964.58,1108.867,30.497,16.036,2017-08-17 09:55:12,8.35330885677159,"1"
"147",42964.63,1085.358,30.417,8.584,2017-08-17 11:07:11,4.26540943235325,"1"
"148",42964.67,1072.292,29.943,2.076,2017-08-17 12:04:47,0.955024090073429,"1"
"149",42964.71,1065.058,29.757,0.796,2017-08-17 13:02:24,0.353885042470212,"1"
"150",42964.75,1063.833,29.493,0.644,2017-08-17 14:00:00,0.286316919561322,"1"
"151",42964.79,1072,29.727,0.784,2017-08-17 14:57:36,0.348609240387023,"1"
"152",42964.83,1093.875,30.01,1.032,2017-08-17 15:55:12,0.460256504885563,"1"
"153",42964.88,1122.925,31.123,19.132,2017-08-17 17:07:11,9.99162515874078,"1"
"154",42964.92,1142.233,31.637,19.496,2017-08-17 18:04:47,10.0947033972637,"1"
"155",42964.96,1152.967,31.733,26.6,2017-08-17 19:02:24,14.1424312368997,"1"
"156",42965,1150.808,31.51,28.76,2017-08-17 20:00:00,15.4746599761345,"1"
"157",42965.04,1151.625,31.413,28.56,2017-08-17 20:57:36,15.3863927600549,"1"
"158",42965.08,1139.725,31.27,26.136,2017-08-17 21:55:12,14.0011687938316,"1"
"159",42965.13,1123.042,30.787,17.192,2017-08-17 23:07:11,8.95601179714868,"1"
"160",42965.17,1108.05,30.38,13.364,2017-08-18 00:04:47,6.87417320194549,"1"
"161",42965.21,1099.183,29.977,10.052,2017-08-18 01:02:24,5.09846188550772,"1"
"162",42965.25,1109.858,29.537,7.728,2017-08-18 02:00:00,3.8794877146756,"1"
"163",42965.29,1123.042,30.103,13.376,2017-08-18 02:57:36,6.91940323842838,"1"
"164",42965.33,1139.9,30.947,24.532,2017-08-18 03:55:12,13.148734241822,"1"
"165",42965.38,1152.267,30.943,26.904,2017-08-18 05:07:11,14.5474129373899,"1"
"166",42965.42,1167.258,31.197,31.408,2017-08-18 06:04:47,17.1538946589453,"1"
"167",42965.46,1169.592,31.177,32.88,2017-08-18 07:02:24,18.0480492084066,"1"
"168",42965.5,1169.125,31.087,33.176,2017-08-18 08:00:00,18.2600828093925,"1"
"169",42965.54,1160.317,30.587,30.784,2017-08-18 08:57:36,16.9869145790516,"1"
"170",42965.58,1132.958,30.093,22.624,2017-08-18 09:55:12,12.2451221884368,"1"
"171",42965.63,1107.233,28.977,8.524,2017-08-18 11:07:11,4.35877275997956,"1"
"172",42965.67,1080.867,28.3,1.968,2017-08-18 12:04:47,0.933331125392737,"1"
"173",42965.71,1070.25,28.053,0.728,2017-08-18 13:02:24,0.333872779836673,"1"
"174",42965.75,1062.083,27.763,0.568,2017-08-18 14:00:00,0.260560301044324,"1"
"175",42965.79,1061.092,27.69,0.516,2017-08-18 14:57:36,0.236687038182384,"1"
"176",42965.83,1067.858,27.637,0.528,2017-08-18 15:55:12,0.242522751266993,"1"
"177",42965.88,1084.542,27.59,0.576,2017-08-18 17:07:11,0.26519970530492,"1"
"178",42965.92,1114.292,28.227,2.508,2017-08-18 18:04:47,1.20602374165935,"1"
"179",42965.96,1143.983,28.983,10.688,2017-08-18 19:02:24,5.55768686591583,"1"
"180",42966,1159.033,29.417,16.116,2017-08-18 20:00:00,8.5845297652522,"1"
"181",42966.04,1161.658,30.063,25.66,2017-08-18 20:57:36,14.0603853669302,"1"
"182",42966.08,1148.3,30.12,28.144,2017-08-18 21:55:12,15.5404866515503,"1"
"183",42966.13,1136.458,29.663,21.876,2017-08-18 23:07:11,11.9078992256762,"1"
"184",42966.17,1120.883,29.223,17.328,2017-08-19 00:04:47,9.3241024307028,"1"
"185",42966.21,1107.408,28.607,10.528,2017-08-19 01:02:24,5.51061564495848,"1"
"186",42966.25,1094.808,27.647,2.568,2017-08-19 02:00:00,1.25125838859574,"1"
"187",42966.29,1111.2,28.063,8.028,2017-08-19 02:57:36,4.16510254230284,"1"
"188",42966.33,1119.25,29.223,21.004,2017-08-19 03:55:12,11.4944715848753,"1"
"189",42966.38,1157.225,29.293,22.904,2017-08-19 05:07:11,12.6150617455688,"1"
"190",42966.42,1161.308,29.747,27.528,2017-08-19 06:04:47,15.2836456746308,"1"
"191",42966.46,1175.483,29.967,30.776,2017-08-19 07:02:24,17.1972978071647,"1"
"192",42966.5,1177.758,30.3,34.856,2017-08-19 08:00:00,19.5915087029031,"1"
"193",42966.54,1172.217,30.493,37.2,2017-08-19 08:57:36,20.96942013361,"1"
"194",42966.58,1150.925,30.503,35.94,2017-08-19 09:55:12,20.1818310362361,"1"
"195",42966.63,1126.717,29.87,20.924,2017-08-19 11:07:11,11.2963226414755,"1"
"196",42966.67,1104.258,29.68,12.14,2017-08-19 12:04:47,6.28539762842912,"1"
"197",42966.71,1081.508,29.227,4.612,2017-08-19 13:02:24,2.25096808180939,"1"
"198",42966.75,1068.792,29.04,1.256,2017-08-19 14:00:00,0.575203170043579,"1"
"199",42966.79,1056.6,28.787,0.756,2017-08-19 14:57:36,0.342059605939443,"1"
"200",42966.83,1052.4,28.283,0.628,2017-08-19 15:55:12,0.285707576330763,"1"
"201",42966.88,1068.792,28.167,0.66,2017-08-19 17:07:11,0.301279001442339,"1"
"202",42966.92,1092.417,28.493,0.744,2017-08-19 18:04:47,0.338442958810474,"1"
"203",42966.96,1125.725,30.05,10.9,2017-08-19 19:02:24,5.55453056494457,"1"
"204",42967,1155.708,29.923,18.712,2017-08-19 20:00:00,9.99207906075011,"1"
"205",42967.04,1166.442,30.52,28.432,2017-08-19 20:57:36,15.5880575910775,"1"
"206",42967.08,1157.342,30.433,29.796,2017-08-19 21:55:12,16.4398865678579,"1"
"207",42967.13,1145.325,30.397,29.532,2017-08-19 23:07:11,16.2918420447213,"1"
"208",42967.17,1129.633,29.923,21.5,2017-08-20 00:04:47,11.623127923605,"1"
"209",42967.21,1109.683,29.707,18.68,2017-08-20 01:02:24,10.0174430651443,"1"
"210",42967.25,1095.45,28.967,9.772,2017-08-20 02:00:00,5.04864044382466,"1"
"211",42967.29,1085.183,28.053,1.924,2017-08-20 02:57:36,0.916063194391782,"1"
"212",42967.33,1090.958,27.93,1.252,2017-08-20 03:55:12,0.586252443909291,"1"
"213",42967.38,1118.258,29.67,20.756,2017-08-20 05:07:11,11.2432784133822,"1"
"214",42967.42,1143.342,30.223,27.628,2017-08-20 06:04:47,15.1964433902773,"1"
"215",42967.46,1164.108,29.93,25.228,2017-08-20 07:02:24,13.8389658887073,"1"
"216",42967.5,1183.533,29.857,25.436,2017-08-20 08:00:00,13.9846565241586,"1"
"217",42967.54,1188.9,30.027,29.172,2017-08-20 08:57:36,16.1951952711645,"1"
"218",42967.58,1179.8,30.087,29.984,2017-08-20 09:55:12,16.6706352042578,"1"
"219",42967.63,1161.192,30.287,29.304,2017-08-20 11:07:11,16.1898491960919,"1"
"220",42967.67,1135.758,30.52,23.528,2017-08-20 12:04:47,12.6702908157051,"1"
"221",42967.71,1106.592,30.59,15.044,2017-08-20 13:02:24,7.78044659234402,"1"
"222",42967.75,1085.358,29.95,9.768,2017-08-20 14:00:00,4.9464621170884,"1"
"223",42967.79,1071.65,29.12,4.136,2017-08-20 14:57:36,2.00947673335179,"1"
"224",42967.83,1061.267,28.697,1.572,2017-08-20 15:55:12,0.731812070347901,"1"
"225",42967.88,1060.158,27.79,0.688,2017-08-20 17:07:11,0.316727071544526,"1"
"226",42967.92,1075.733,27.737,0.688,2017-08-20 18:04:47,0.317061358943107,"1"
"227",42967.96,1098.658,27.723,1.136,2017-08-20 19:02:24,0.532133425568062,"1"
"228",42968,1138.558,29.047,14.272,2017-08-20 20:00:00,7.58326245098422,"1"
"229",42968.04,1167.725,29.413,19.984,2017-08-20 20:57:36,10.8454474045465,"1"
"230",42968.08,1167.083,29.483,21.244,2017-08-20 21:55:12,11.575812381655,"1"
"231",42968.13,1165.45,29.53,22.128,2017-08-20 23:07:11,12.0904363356672,"1"
"232",42968.17,1144.508,29.35,20.572,2017-08-21 00:04:47,11.2078702722142,"1"
"233",42968.21,1127.3,28.767,15.108,2017-08-21 01:02:24,8.11182172178616,"1"
"234",42968.25,1106.533,27.967,5.744,2017-08-21 02:00:00,2.91780716466928,"1"
"235",42968.29,1096.908,27.743,1.856,2017-08-21 02:57:36,0.887768935008512,"1"
"236",42968.33,1096.617,27.76,0.868,2017-08-21 03:55:12,0.402467217781939,"1"
"237",42968.38,1101.925,27.86,0.828,2017-08-21 05:07:11,0.382590353673059,"1"
"238",42968.42,1122.692,28.587,15.868,2017-08-21 06:04:47,8.58673305660221,"1"
"239",42968.46,1161.6,29.29,23.944,2017-08-21 07:02:24,13.2428922842621,"1"
"240",42968.5,1192.458,29.377,25.04,2017-08-21 08:00:00,13.8822899375525,"1"
"241",42968.54,1190.183,29.523,27.456,2017-08-21 08:57:36,15.3098743845441,"1"
"242",42968.58,1187.208,29.62,30.46,2017-08-21 09:55:12,17.1243506915918,"1"
"243",42968.63,1182.95,29.697,31.116,2017-08-21 11:07:11,17.5027061164317,"1"
"244",42968.67,1158.333,29.93,27.552,2017-08-21 12:04:47,15.2412084154405,"1"
"245",42968.71,1132.317,30.213,16.316,2017-08-21 13:02:24,8.56044692270142,"1"
"246",42968.75,1106.708,29.673,11.576,2017-08-21 14:00:00,5.97195348481315,"1"
"247",42968.79,1084.542,29.137,5.92,2017-08-21 14:57:36,2.94171926674344,"1"
"248",42968.83,1072.992,28.633,1.776,2017-08-21 15:55:12,0.832491706555274,"1"
"249",42968.88,1066.05,28.207,0.756,2017-08-21 17:07:11,0.346003905501014,"1"
"250",42968.92,1072.525,27.99,0.632,2017-08-21 18:04:47,0.28922940137522,"1"
"251",42968.96,1089.558,27.9,0.844,2017-08-21 19:02:24,0.389898549038482,"1"
"252",42969,1121.233,29.183,17.496,2017-08-21 20:00:00,9.43003308406856,"1"
"253",42969.04,1148.942,29.6,24.72,2017-08-21 20:57:36,13.6259271553881,"1"
"254",42969.08,1163.992,29.807,29.8,2017-08-21 21:55:12,16.6531277357764,"1"
"255",42969.13,1163.292,29.95,31.188,2017-08-21 23:07:11,17.4567203447778,"1"
"256",42969.17,1156.233,29.917,30.884,2017-08-22 00:04:47,17.2813004034415,"1"
"257",42969.21,1138.208,29.667,29.24,2017-08-22 01:02:24,16.3564860173535,"1"
"258",42969.25,1115.167,29.037,20.792,2017-08-22 02:00:00,11.4116807374071,"1"
"259",42969.29,1098.017,28.063,6.624,2017-08-22 02:57:36,3.3906013735214,"1"
"260",42969.33,1084.075,27.79,0.988,2017-08-22 03:55:12,0.459814441035608,"1"
"261",42969.38,1083.433,27.927,0.6,2017-08-22 05:07:11,0.274633100934138,"1"
"262",42969.42,1105.425,28.22,3.712,2017-08-22 06:04:47,1.82503112278352,"1"
"263",42969.46,1136.225,29.553,26.472,2017-08-22 07:02:24,14.7005496146111,"1"
"264",42969.5,1164.108,29.473,26.628,2017-08-22 08:00:00,14.8197689175999,"1"
"265",42969.54,1183.942,29.54,27.48,2017-08-22 08:57:36,15.3192076446613,"1"
"266",42969.58,1190.65,29.867,28.56,2017-08-22 09:55:12,15.8743303089377,"1"
"267",42969.63,1192.633,29.76,34.544,2017-08-22 11:07:11,19.6131355899742,"1"
"268",42969.67,1174.842,29.783,33.204,2017-08-22 12:04:47,18.7670465246124,"1"
"269",42969.71,1150.458,30.65,29.08,2017-08-22 13:02:24,15.9364651774616,"1"
"270",42969.75,1124.558,30.837,21.448,2017-08-22 14:00:00,11.3802879489001,"1"
"271",42969.79,1099.825,30.53,12.964,2017-08-22 14:57:36,6.63217059901759,"1"
"272",42969.83,1077.775,29.773,6.684,2017-08-22 15:55:12,3.30579130810847,"1"
"273",42969.88,1068.325,29.143,2.048,2017-08-22 17:07:11,0.956705472372562,"1"
"274",42969.92,1063.483,28.737,0.928,2017-08-22 18:04:47,0.422873987549418,"1"
"275",42969.96,1074.567,28.573,0.976,2017-08-22 19:02:24,0.446955234167539,"1"
"276",42970,1107.408,28.88,6.188,2017-08-22 20:00:00,3.10024171325775,"1"
"277",42970.04,1139.9,30.107,24.86,2017-08-22 20:57:36,13.5693434379857,"1"
"278",42970.08,1162.125,30.147,31.264,2017-08-22 21:55:12,17.433376313894,"1"
"279",42970.13,1169.417,30.257,33.412,2017-08-22 23:07:11,18.7147391122995,"1"
"280",42970.17,1164.633,30.293,33.796,2017-08-23 00:04:47,18.9380943177137,"1"
"281",42970.21,1145.617,30.277,33.744,2017-08-23 01:02:24,18.9121250222329,"1"
"282",42970.25,1121.758,29.813,27.668,2017-08-23 02:00:00,15.3481848756292,"1"
"283",42970.29,1097.9,28.803,12.892,2017-08-23 02:57:36,6.82805217010585,"1"
"284",42970.33,1079.233,28.357,4.044,2017-08-23 03:55:12,1.99289305252622,"1"
"285",42970.38,1072.175,28.433,0.908,2017-08-23 05:07:11,0.415976385397008,"1"
"286",42970.42,1072.467,28.82,0.748,2017-08-23 06:04:47,0.338124985333091,"1"
"287",42970.46,1100.933,29.193,1.212,2017-08-23 07:02:24,0.552584575236043,"1"
"288",42970.5,1126.192,30.153,30.46,2017-08-23 08:00:00,16.9389468417426,"1"
"289",42970.54,1159.675,29.953,27.572,2017-08-23 08:57:36,15.2461892276679,"1"
"290",42970.58,1169.767,30.063,29.336,2017-08-23 09:55:12,16.2832558314773,"1"
"291",42970.63,1179.508,30.28,33.456,2017-08-23 11:07:11,18.7331384971326,"1"
"292",42970.67,1173.558,30.447,35.988,2017-08-23 12:04:47,20.2345922426475,"1"
"293",42970.71,1155.592,30.797,32.78,2017-08-23 13:02:24,18.1257126196775,"1"
"294",42970.75,1132.958,31.333,25.992,2017-08-23 14:00:00,13.8992330937003,"1"
"295",42970.79,1108.575,31.237,17.084,2017-08-23 14:57:36,8.81530029554802,"1"
"296",42970.83,1082.442,30.633,11.452,2017-08-23 15:55:12,5.789801134957,"1"
"297",42970.88,1068.792,29.813,3.36,2017-08-23 17:07:11,1.59012225313518,"1"
"298",42970.92,1065.408,29.14,1.08,2017-08-23 18:04:47,0.490782464793841,"1"
"299",42970.96,1080.867,28.733,0.944,2017-08-23 19:02:24,0.430441690214077,"1"
"300",42971,1103.267,29.117,4.044,2017-08-23 20:00:00,1.96221695208274,"1"
"301",42971.04,1124.208,29.767,16.62,2017-08-23 20:57:36,8.81291424890953,"1"
"302",42971.08,1141.183,29.79,20.676,2017-08-23 21:55:12,11.1687106474285,"1"
"303",42971.13,1169.067,30.107,25.024,2017-08-23 23:07:11,13.6672845505838,"1"
"304",42971.17,1173.85,30.277,30.88,2017-08-24 00:04:47,17.1526151393081,"1"
